SLIDE-0329_crop_2048		/home/ratnayn/codex/mIF-pipeline/logs/slurm/20260419_213607/SLIDE-0329_crop_2048.out	/home/ratnayn/codex/mIF-pipeline/logs/slurm/20260419_213607/SLIDE-0329_crop_2048.err	bash /home/ratnayn/codex/mIF-pipeline/scripts/run_pipeline.sh --config prototyping/prototype_v2-Crop.yaml --stage nimbus --stage spatialdata --stage qc --slide SLIDE-0329_crop_2048
SLIDE-0329_crop_2048_2		/home/ratnayn/codex/mIF-pipeline/logs/slurm/20260419_213607/SLIDE-0329_crop_2048_2.out	/home/ratnayn/codex/mIF-pipeline/logs/slurm/20260419_213607/SLIDE-0329_crop_2048_2.err	bash /home/ratnayn/codex/mIF-pipeline/scripts/run_pipeline.sh --config prototyping/prototype_v2-Crop.yaml --stage nimbus --stage spatialdata --stage qc --slide SLIDE-0329_crop_2048_2
